Airline,Flight_Type,Source,Destination,Stops,Journey_Date,Day_of_Week,Month,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Class,Booking_Days_Before,Baggage_Allowance_Kg,Meal_Included,Fuel_Price_Impact,Peak_Season,Flight_Price_INR
Lufthansa,Domestic,Dubai,Bangalore,1,2023-09-30,Monday,September,Afternoon,Afternoon,3,Business,90,20,Yes,0.9709517008836204,No,31319
Vistara,International,Dubai,Delhi,1,2023-09-30,Monday,September,Evening,Early Morning,4,Economy,216,20,No,1.1463653458306962,Yes,41957
Emirates,International,Kolkata,Delhi,2,2023-10-01,Tuesday,October,Morning,Afternoon,2,Economy,311,15,No,0.972370991214814,Yes,5384
GoAir,International,Kolkata,Hyderabad,1,2023-10-01,Tuesday,October,Afternoon,Late Night,2,Business,114,15,No,0.9326140980863523,No,7307
GoAir,International,Hyderabad,Delhi,1,2023-10-01,Tuesday,October,Night,Early Morning,3,First Class,100,20,Yes,0.8947059008468483,Yes,10505
Air India,International,Bangalore,Delhi,2,2023-10-01,Tuesday,October,Late Night,Evening,2,Business,223,20,No,1.1006972648891746,No,8067
GoAir,Domestic,Bangalore,Mumbai,0,2023-10-01,Tuesday,October,Morning,Late Night,2,Economy,257,30,No,0.8814517277438914,No,5554
Qatar Airways,International,Kolkata,Bangalore,2,2023-10-01,Tuesday,October,Night,Evening,3,Economy,240,15,Yes,0.8699124063617946,No,7878
Qatar Airways,International,Mumbai,Dubai,2,2023-10-01,Tuesday,October,Late Night,Late Night,3,First Class,330,15,Yes,1.0152381871649798,No,53387
Lufthansa,International,Bangalore,Delhi,0,2023-10-01,Tuesday,October,Morning,Evening,3,Business,217,30,Yes,1.0501626742974743,Yes,16497
Air India,International,Chennai,Delhi,1,2023-10-01,Tuesday,October,Late Night,Early Morning,3,Economy,204,25,Yes,0.9971927281554142,Yes,15097
SpiceJet,International,Bangalore,Kolkata,0,2023-10-01,Tuesday,October,Afternoon,Early Morning,3,Business,330,20,Yes,1.1983467834651806,No,19957
Qatar Airways,Domestic,Kolkata,Bangalore,0,2023-10-02,Wednesday,October,Early Morning,Evening,2,Economy,186,15,No,0.9571417631784015,No,6822
Air India,International,Kolkata,Mumbai,2,2023-10-02,Wednesday,October,Afternoon,Night,2,Business,119,30,Yes,0.9787899910391658,No,12367
Vistara,International,London,Mumbai,1,2023-10-02,Wednesday,October,Night,Late Night,10,Business,24,20,Yes,1.0679363016194403,Yes,91372
Lufthansa,Domestic,Chennai,Mumbai,2,2023-10-02,Wednesday,October,Afternoon,Afternoon,2,Business,129,15,No,0.8119164413103177,No,7673
Vistara,Domestic,Kolkata,Chennai,2,2023-10-02,Wednesday,October,Evening,Late Night,3,Business,64,25,No,0.8608391404522332,Yes,10525
Air India,International,London,Mumbai,1,2023-10-02,Wednesday,October,Morning,Afternoon,10,Economy,164,25,Yes,0.9462608846273781,Yes,61492
Vistara,Domestic,Chennai,Hyderabad,0,2023-10-02,Wednesday,October,Night,Early Morning,1,Business,305,20,No,0.8704890140317311,No,4995
SpiceJet,Domestic,Kolkata,Mumbai,0,2023-10-02,Wednesday,October,Morning,Morning,3,Economy,330,30,Yes,1.0459604694688824,No,7849
Qatar Airways,Domestic,Mumbai,Bangalore,0,2023-10-02,Wednesday,October,Morning,Night,2,Business,106,20,No,0.9563221643935839,No,11151
Emirates,Domestic,Bangalore,Dubai,1,2023-10-02,Wednesday,October,Evening,Morning,4,Economy,118,30,Yes,1.08792628273084,Yes,34064
GoAir,International,Hyderabad,Bangalore,1,2023-10-03,Thursday,October,Morning,Early Morning,2,Economy,37,30,No,1.0751381532730397,Yes,5294
Air India,Domestic,Bangalore,Dubai,2,2023-10-03,Thursday,October,Late Night,Late Night,4,Business,206,25,Yes,1.0756310101882522,No,38467
Air India,International,Hyderabad,Chennai,1,2023-10-03,Thursday,October,Early Morning,Morning,1,Economy,178,30,No,0.9148935260485764,No,4697
IndiGo,International,Hyderabad,Bangalore,0,2023-10-03,Thursday,October,Late Night,Early Morning,1,Economy,27,20,No,1.1263633561221869,No,3703
Lufthansa,International,Dubai,Mumbai,0,2023-10-03,Thursday,October,Morning,Morning,4,Business,178,25,No,1.11112132527583,No,39107
IndiGo,Domestic,Chennai,Mumbai,1,2023-10-03,Thursday,October,Late Night,Evening,1,Business,258,15,No,0.9599684562459,No,11289
Lufthansa,International,Delhi,Chennai,1,2023-10-03,Thursday,October,Night,Afternoon,3,First Class,330,20,No,1.0794790516133856,Yes,15428
Qatar Airways,Domestic,Hyderabad,Mumbai,1,2023-10-03,Thursday,October,Night,Morning,1,Business,173,20,No,1.0939902609939693,No,5288
Lufthansa,Domestic,Delhi,Dubai,2,2023-10-03,Thursday,October,Night,Early Morning,3,Business,266,20,No,1.1553173422784362,Yes,57779
IndiGo,Domestic,Bangalore,Hyderabad,1,2023-10-03,Thursday,October,Afternoon,Evening,2,First Class,256,20,No,0.9976942581689272,Yes,14191
Vistara,Domestic,Mumbai,Hyderabad,0,2023-10-03,Thursday,October,Evening,Afternoon,1,First Class,262,25,No,0.9205864614101741,No,12437
Vistara,Domestic,Mumbai,London,0,2023-10-03,Thursday,October,Evening,Evening,9,Economy,330,20,Yes,0.8351917425199837,No,69949
Emirates,International,Dubai,Bangalore,1,2023-10-03,Thursday,October,Late Night,Late Night,3,First Class,114,25,No,0.8576617540585427,No,26853
SpiceJet,Domestic,Hyderabad,Bangalore,0,2023-10-03,Thursday,October,Late Night,Afternoon,1,Business,283,30,No,0.8207907436017065,Yes,7692
Emirates,Domestic,Kolkata,Hyderabad,1,2023-10-03,Thursday,October,Morning,Early Morning,3,First Class,3,30,Yes,0.8622300871939264,No,7034
Lufthansa,International,Mumbai,Kolkata,1,2023-10-03,Thursday,October,Early Morning,Early Morning,2,First Class,252,20,No,1.1868344400841173,Yes,21486
Vistara,Domestic,Delhi,Dubai,1,2023-10-03,Thursday,October,Early Morning,Early Morning,3,Business,111,30,No,0.9739973066261278,No,41045
GoAir,International,Mumbai,Dubai,1,2023-10-04,Friday,October,Night,Late Night,4,Business,330,20,Yes,0.9144184327581868,Yes,47389
SpiceJet,Domestic,Dubai,Delhi,2,2023-10-04,Friday,October,Morning,Night,3,Economy,146,25,Yes,1.037838511877527,Yes,30521
IndiGo,Domestic,Kolkata,Chennai,1,2023-10-04,Friday,October,Early Morning,Afternoon,3,First Class,12,30,No,0.9664618237430134,No,16992
SpiceJet,International,Hyderabad,Delhi,0,2023-10-04,Friday,October,Late Night,Night,3,Business,4,15,Yes,0.8701714085368832,No,6350
Vistara,International,Bangalore,Kolkata,1,2023-10-04,Friday,October,Evening,Afternoon,3,First Class,124,30,Yes,0.8496409453735578,No,16629
GoAir,Domestic,Mumbai,London,2,2023-10-04,Friday,October,Late Night,Late Night,8,First Class,320,30,Yes,1.0741111922544477,Yes,210311
Lufthansa,International,Dubai,Bangalore,2,2023-10-04,Friday,October,Evening,Late Night,3,Economy,275,15,Yes,0.8050274761408408,Yes,29741
SpiceJet,International,Bangalore,Kolkata,1,2023-10-04,Friday,October,Early Morning,Evening,3,First Class,23,20,No,0.9244397996874548,No,9850
Air India,International,Delhi,Dubai,1,2023-10-04,Friday,October,Night,Morning,4,Business,161,25,Yes,1.1299931481414967,No,49824
Lufthansa,International,Hyderabad,Delhi,0,2023-10-04,Friday,October,Late Night,Morning,2,First Class,81,15,No,1.1822829350660138,Yes,25787
Qatar Airways,International,Bangalore,Chennai,2,2023-10-04,Friday,October,Late Night,Afternoon,1,First Class,290,25,No,1.1541104723217777,No,11857
Emirates,International,London,Delhi,1,2023-10-04,Friday,October,Late Night,Early Morning,8,Business,312,20,Yes,0.8402206216460407,Yes,108523
GoAir,Domestic,Kolkata,Hyderabad,2,2023-10-04,Friday,October,Evening,Late Night,3,Business,280,15,No,1.055698237205688,No,7008
Vistara,Domestic,Dubai,Delhi,0,2023-10-04,Friday,October,Evening,Morning,4,Economy,255,25,Yes,0.8232686601044034,Yes,22122
Air India,International,London,Mumbai,1,2023-10-05,Saturday,October,Early Morning,Night,9,Business,98,25,Yes,1.1281312294867898,No,129092
Lufthansa,International,Delhi,Dubai,0,2023-10-05,Saturday,October,Early Morning,Morning,3,Economy,330,30,No,0.9920810922094916,Yes,20186
Emirates,International,Mumbai,New York,1,2023-10-05,Saturday,October,Morning,Afternoon,16,Business,102,20,Yes,1.1348603573821963,No,236276
Vistara,Domestic,Bangalore,Kolkata,2,2023-10-05,Saturday,October,Morning,Late Night,2,Business,204,15,No,0.8438728759246404,No,12704
GoAir,International,London,Delhi,1,2023-10-05,Saturday,October,Late Night,Morning,8,Economy,47,20,Yes,1.1455309771023194,No,90500
Air India,International,Delhi,New York,2,2023-10-05,Saturday,October,Late Night,Night,15,First Class,253,20,Yes,0.8476615885237737,Yes,291757
Qatar Airways,Domestic,Chennai,Delhi,1,2023-10-05,Saturday,October,Evening,Evening,2,Business,220,30,No,0.8355813757791751,Yes,15529
GoAir,Domestic,Mumbai,Dubai,2,2023-10-05,Saturday,October,Evening,Morning,4,First Class,269,20,No,0.8907456491046316,Yes,57055
GoAir,Domestic,Hyderabad,Chennai,1,2023-10-05,Saturday,October,Late Night,Late Night,2,Economy,155,20,No,0.8980721348209086,Yes,5201
Lufthansa,International,Bangalore,Mumbai,2,2023-10-05,Saturday,October,Afternoon,Afternoon,2,Business,266,20,No,1.1640662168614648,Yes,12368
GoAir,International,Chennai,Bangalore,1,2023-10-05,Saturday,October,Early Morning,Morning,1,First Class,283,30,No,0.9706103433855138,No,7685
Vistara,International,Dubai,Mumbai,1,2023-10-05,Saturday,October,Morning,Morning,3,Economy,169,30,No,1.0986350760791064,Yes,30138
Emirates,Domestic,Bangalore,Hyderabad,0,2023-10-05,Saturday,October,Early Morning,Early Morning,2,First Class,176,15,No,1.0914498903238112,Yes,18981
Air India,International,Chennai,Hyderabad,1,2023-10-06,Sunday,October,Late Night,Afternoon,1,First Class,31,25,No,0.8296053461763409,No,5959
Vistara,Domestic,Delhi,London,0,2023-10-06,Sunday,October,Afternoon,Night,9,Economy,298,25,Yes,0.843982217099203,No,42080
IndiGo,Domestic,Mumbai,New York,0,2023-10-06,Sunday,October,Night,Evening,17,Economy,22,15,Yes,1.0019074550373377,No,143012
Lufthansa,Domestic,Delhi,Bangalore,2,2023-10-06,Sunday,October,Night,Evening,2,First Class,222,15,No,1.0709340885108267,Yes,26722
Air India,Domestic,Kolkata,Delhi,1,2023-10-06,Sunday,October,Evening,Late Night,3,First Class,121,20,Yes,1.117726651729253,No,14530
Vistara,Domestic,Hyderabad,Chennai,2,2023-10-06,Sunday,October,Night,Early Morning,2,Economy,82,15,No,0.8358529468497916,Yes,7531
GoAir,Domestic,Mumbai,Bangalore,2,2023-10-06,Sunday,October,Late Night,Evening,1,Economy,191,15,No,1.0284575508611222,No,7198
Qatar Airways,International,Delhi,New York,0,2023-10-06,Sunday,October,Night,Afternoon,15,First Class,6,15,Yes,0.8963444125815697,Yes,242774
SpiceJet,International,Hyderabad,Chennai,2,2023-10-06,Sunday,October,Evening,Early Morning,1,First Class,295,30,No,0.8216686372601025,Yes,12995
Emirates,Domestic,New York,Mumbai,0,2023-10-06,Sunday,October,Night,Night,16,First Class,302,25,Yes,0.829800714757838,Yes,200652
Qatar Airways,International,New York,Mumbai,1,2023-10-07,Monday,October,Afternoon,Night,16,Economy,120,20,Yes,0.9856230523914085,No,139973
SpiceJet,International,Delhi,Bangalore,0,2023-10-07,Monday,October,Early Morning,Morning,2,First Class,319,20,No,1.18796118219722,No,25410
Vistara,Domestic,Delhi,Dubai,0,2023-10-07,Monday,October,Afternoon,Morning,3,Business,330,25,No,1.1662823466922014,No,44673
Lufthansa,International,Delhi,Mumbai,2,2023-10-07,Monday,October,Night,Morning,2,Business,263,25,No,1.1197505597038162,Yes,14684
Emirates,International,Hyderabad,Delhi,1,2023-10-07,Monday,October,Late Night,Evening,2,Business,26,30,No,0.8632142036491579,No,11846
Emirates,International,Hyderabad,Delhi,0,2023-10-07,Monday,October,Morning,Night,2,Economy,28,30,No,0.9989308496187399,No,6117
Vistara,Domestic,Delhi,Hyderabad,0,2023-10-07,Monday,October,Afternoon,Night,2,First Class,201,30,No,0.8771945699550242,Yes,14721
Qatar Airways,International,Chennai,Kolkata,2,2023-10-07,Monday,October,Late Night,Afternoon,3,First Class,222,20,Yes,0.8341970149930074,Yes,17151
Emirates,Domestic,Bangalore,Dubai,1,2023-10-07,Monday,October,Late Night,Morning,3,Business,108,15,Yes,0.8753537848647063,Yes,52428
Emirates,Domestic,Bangalore,Hyderabad,2,2023-10-07,Monday,October,Late Night,Evening,1,Business,185,30,No,0.8578629223426738,Yes,6614
IndiGo,International,Kolkata,Bangalore,0,2023-10-07,Monday,October,Morning,Early Morning,2,First Class,90,15,No,1.1933967111408266,Yes,16590
Lufthansa,International,Bangalore,Hyderabad,2,2023-10-07,Monday,October,Morning,Night,2,First Class,326,15,No,1.1879475438583098,No,14233
Emirates,International,Dubai,Delhi,2,2023-10-07,Monday,October,Evening,Evening,3,First Class,153,15,No,0.98817681277306,Yes,64282
SpiceJet,Domestic,Delhi,London,1,2023-10-08,Tuesday,October,Late Night,Late Night,9,Economy,280,25,Yes,1.1246544822985263,No,53657
Emirates,Domestic,Delhi,Bangalore,0,2023-10-08,Tuesday,October,Afternoon,Early Morning,2,Business,299,25,No,1.0977552955451897,Yes,14599
Qatar Airways,International,Mumbai,Delhi,2,2023-10-08,Tuesday,October,Late Night,Morning,2,First Class,291,15,No,0.938174970086922,No,16401
IndiGo,International,Bangalore,Hyderabad,2,2023-10-08,Tuesday,October,Evening,Morning,1,First Class,330,25,No,1.088923597279905,Yes,12151
Lufthansa,International,Kolkata,Delhi,0,2023-10-08,Tuesday,October,Early Morning,Evening,2,First Class,254,30,No,1.165685556642049,Yes,20615
SpiceJet,Domestic,Kolkata,Mumbai,1,2023-10-08,Tuesday,October,Night,Early Morning,3,First Class,306,15,Yes,0.977849370271309,No,17984
SpiceJet,International,Hyderabad,Mumbai,1,2023-10-08,Tuesday,October,Morning,Afternoon,2,First Class,152,30,No,1.0832681116697196,Yes,16853
Lufthansa,International,Dubai,Bangalore,0,2023-10-08,Tuesday,October,Afternoon,Late Night,3,First Class,116,15,No,1.162959698948565,Yes,62587
Emirates,Domestic,Bangalore,Hyderabad,0,2023-10-08,Tuesday,October,Evening,Late Night,2,First Class,262,15,No,1.043598966645816,No,13802
Qatar Airways,International,Bangalore,Dubai,1,2023-10-08,Tuesday,October,Night,Early Morning,3,Economy,287,20,Yes,0.8686492651281266,Yes,29185
Qatar Airways,International,Bangalore,Delhi,0,2023-10-08,Tuesday,October,Late Night,Night,2,First Class,29,20,No,1.193715749079138,No,22475
SpiceJet,International,Chennai,Kolkata,0,2023-10-08,Tuesday,October,Early Morning,Late Night,3,Business,211,30,Yes,1.0317876583629257,No,12149
Air India,International,Bangalore,Delhi,0,2023-10-08,Tuesday,October,Night,Evening,2,First Class,246,15,No,0.8129014367016851,No,10497
Lufthansa,Domestic,London,Mumbai,2,2023-10-08,Tuesday,October,Early Morning,Night,8,Economy,162,25,Yes,1.077145196079396,Yes,65694
Qatar Airways,Domestic,Hyderabad,Mumbai,0,2023-10-08,Tuesday,October,Late Night,Late Night,1,Business,61,30,No,1.1871076913160912,Yes,8868
Emirates,International,Delhi,London,0,2023-10-09,Wednesday,October,Late Night,Early Morning,8,Business,79,25,Yes,0.8046131387615278,No,80785
GoAir,International,Chennai,Bangalore,0,2023-10-09,Wednesday,October,Evening,Evening,0,First Class,165,30,No,0.8593670315490833,Yes,9198
Qatar Airways,International,Dubai,Mumbai,1,2023-10-09,Wednesday,October,Late Night,Afternoon,4,Economy,108,25,Yes,0.9910299219337252,Yes,23800
GoAir,Domestic,Delhi,Bangalore,1,2023-10-09,Wednesday,October,Evening,Evening,2,First Class,92,25,Yes,1.0042417468241176,No,11064
Lufthansa,Domestic,Kolkata,Bangalore,0,2023-10-09,Wednesday,October,Morning,Early Morning,2,Business,330,15,No,0.9058032392605976,Yes,13598
Emirates,Domestic,Chennai,Bangalore,1,2023-10-09,Wednesday,October,Night,Morning,0,Economy,176,20,No,1.0155711142889245,No,4104
Emirates,Domestic,Hyderabad,Kolkata,1,2023-10-09,Wednesday,October,Early Morning,Afternoon,3,Economy,330,30,No,0.8246472916756293,Yes,6224
SpiceJet,Domestic,Kolkata,Hyderabad,0,2023-10-09,Wednesday,October,Afternoon,Early Morning,3,Business,330,15,No,0.9489994608344705,Yes,9415
Qatar Airways,International,Delhi,Bangalore,1,2023-10-09,Wednesday,October,Late Night,Evening,3,Economy,253,30,Yes,0.9376976411450116,No,6011
Vistara,International,Delhi,New York,0,2023-10-09,Wednesday,October,Evening,Afternoon,14,Business,330,15,Yes,1.167274050403101,No,200570
Emirates,International,Bangalore,Delhi,0,2023-10-09,Wednesday,October,Late Night,Night,2,Economy,330,25,No,0.9788927416762302,No,7532
IndiGo,International,Hyderabad,Mumbai,1,2023-10-09,Wednesday,October,Evening,Evening,2,Economy,85,25,No,1.1730171448988875,Yes,5983
GoAir,International,Hyderabad,Mumbai,0,2023-10-10,Thursday,October,Early Morning,Evening,2,Business,320,30,No,0.9390528233789432,Yes,4905
Air India,International,Delhi,Hyderabad,2,2023-10-10,Thursday,October,Afternoon,Evening,2,First Class,330,20,No,0.9381205796574087,No,13801
GoAir,International,Mumbai,London,2,2023-10-10,Thursday,October,Late Night,Late Night,9,First Class,192,15,Yes,1.1880988184374193,No,106192
Lufthansa,International,Delhi,Kolkata,1,2023-10-10,Thursday,October,Afternoon,Late Night,3,First Class,269,20,Yes,1.0776313168659204,No,18356
Vistara,Domestic,Hyderabad,Kolkata,2,2023-10-10,Thursday,October,Afternoon,Early Morning,2,Economy,65,20,No,1.1298158649914563,Yes,13069
Vistara,International,Mumbai,Chennai,2,2023-10-10,Thursday,October,Evening,Morning,1,Economy,179,20,No,1.0767960415832176,Yes,9833
SpiceJet,International,Mumbai,Dubai,0,2023-10-10,Thursday,October,Afternoon,Night,3,First Class,148,20,No,0.9105687626112111,No,42130
Vistara,International,Mumbai,Chennai,1,2023-10-10,Thursday,October,Early Morning,Night,2,Business,172,20,No,1.1465970364417792,No,13602
Emirates,Domestic,Mumbai,Chennai,1,2023-10-10,Thursday,October,Night,Morning,2,Economy,313,20,No,1.133170268942335,No,10042
Lufthansa,Domestic,Bangalore,Dubai,1,2023-10-10,Thursday,October,Afternoon,Late Night,3,Economy,90,20,Yes,0.9755643311236163,No,12925
GoAir,Domestic,Bangalore,Mumbai,0,2023-10-10,Thursday,October,Night,Morning,1,Economy,3,30,No,0.9787955472967523,No,7396
Emirates,International,Kolkata,Bangalore,0,2023-10-10,Thursday,October,Early Morning,Afternoon,2,Economy,95,25,No,0.9329634814110084,Yes,9110
IndiGo,International,New York,Delhi,2,2023-10-10,Thursday,October,Early Morning,Night,16,First Class,330,20,Yes,0.9658629182692506,No,166037
Lufthansa,International,New York,Mumbai,2,2023-10-10,Thursday,October,Late Night,Evening,17,Business,76,25,Yes,0.8344068280007129,No,131665
Emirates,Domestic,Mumbai,New York,2,2023-10-10,Thursday,October,Morning,Afternoon,17,Economy,117,30,Yes,0.9654412661640615,Yes,129657
Vistara,International,London,Mumbai,1,2023-10-10,Thursday,October,Early Morning,Evening,9,First Class,198,15,Yes,1.1759839333625002,Yes,167606
Qatar Airways,Domestic,Delhi,Kolkata,1,2023-10-11,Friday,October,Evening,Evening,2,First Class,303,20,No,1.1735979034860722,No,17833
Emirates,International,Mumbai,New York,1,2023-10-11,Friday,October,Afternoon,Night,16,First Class,138,30,Yes,1.162879797650942,Yes,292498
Lufthansa,International,Hyderabad,Mumbai,1,2023-10-11,Friday,October,Early Morning,Early Morning,2,Economy,111,20,No,1.0589252654557872,No,4341
Emirates,International,Bangalore,Hyderabad,1,2023-10-11,Friday,October,Evening,Night,2,Business,72,30,No,1.1734626807881336,Yes,14736
Vistara,Domestic,Mumbai,Kolkata,0,2023-10-11,Friday,October,Evening,Late Night,2,First Class,177,30,No,1.1867658147862437,No,11578
Vistara,International,Delhi,Chennai,1,2023-10-11,Friday,October,Early Morning,Late Night,3,Economy,40,15,Yes,1.07699459321914,Yes,14247
Vistara,Domestic,Delhi,Chennai,0,2023-10-11,Friday,October,Late Night,Morning,2,Business,292,30,No,1.1341058032544789,No,8599
Vistara,Domestic,Kolkata,Bangalore,0,2023-10-11,Friday,October,Afternoon,Afternoon,2,Economy,99,20,No,0.9066180418013371,No,8240
Vistara,Domestic,Dubai,Bangalore,0,2023-10-11,Friday,October,Afternoon,Afternoon,4,Economy,241,15,No,1.163132914211172,Yes,34328
IndiGo,Domestic,Kolkata,Delhi,2,2023-10-11,Friday,October,Evening,Early Morning,2,Economy,304,30,No,0.9686734652758299,Yes,9702
GoAir,International,Delhi,Dubai,0,2023-10-11,Friday,October,Afternoon,Night,4,Business,156,20,No,0.8200551473457219,No,16596
Qatar Airways,Domestic,Mumbai,London,2,2023-10-11,Friday,October,Night,Evening,9,Business,282,30,Yes,1.1634297529546984,Yes,173055
Vistara,International,Mumbai,Hyderabad,0,2023-10-11,Friday,October,Late Night,Morning,2,First Class,268,25,No,0.931147093428514,No,5078
GoAir,Domestic,Kolkata,Delhi,2,2023-10-11,Friday,October,Afternoon,Late Night,2,Economy,157,25,No,0.872591117369499,Yes,8751
GoAir,International,Bangalore,Kolkata,1,2023-10-12,Saturday,October,Late Night,Morning,2,First Class,228,30,No,1.0305719149839065,No,20516
SpiceJet,International,Hyderabad,Kolkata,2,2023-10-12,Saturday,October,Morning,Late Night,2,First Class,176,25,No,0.8999143581014523,Yes,21935
Vistara,Domestic,Dubai,Mumbai,1,2023-10-12,Saturday,October,Afternoon,Night,4,First Class,111,25,Yes,1.1598778548901882,Yes,67503
GoAir,International,Mumbai,New York,2,2023-10-12,Saturday,October,Afternoon,Afternoon,17,Economy,305,20,Yes,1.1766108565421487,Yes,231563
Air India,International,Bangalore,Kolkata,2,2023-10-12,Saturday,October,Morning,Early Morning,2,Economy,325,30,No,1.1543710256378616,Yes,13686
GoAir,International,Bangalore,Dubai,1,2023-10-12,Saturday,October,Evening,Night,3,Economy,188,30,Yes,1.040246440388609,Yes,20229
Qatar Airways,Domestic,Hyderabad,Delhi,0,2023-10-12,Saturday,October,Afternoon,Early Morning,2,Business,35,25,No,1.115081484292679,No,7285
Vistara,Domestic,Mumbai,Bangalore,0,2023-10-12,Saturday,October,Night,Evening,1,Economy,164,25,No,0.9928906939245491,No,6630
Air India,International,Mumbai,London,2,2023-10-12,Saturday,October,Evening,Early Morning,8,Economy,104,25,Yes,1.15548452767398,No,84566
Lufthansa,International,Delhi,Chennai,0,2023-10-12,Saturday,October,Early Morning,Evening,2,First Class,115,15,No,0.8308066728680747,Yes,24530
Lufthansa,Domestic,Delhi,Hyderabad,2,2023-10-12,Saturday,October,Early Morning,Afternoon,3,Business,174,20,Yes,0.940410602210298,Yes,12064
Lufthansa,Domestic,Bangalore,Chennai,1,2023-10-12,Saturday,October,Afternoon,Morning,1,First Class,232,30,No,0.8935774475992994,Yes,4667
Emirates,International,New York,Delhi,0,2023-10-12,Saturday,October,Night,Evening,16,Business,79,15,Yes,0.9058209810720584,Yes,149678
Lufthansa,International,Kolkata,Hyderabad,1,2023-10-12,Saturday,October,Late Night,Morning,2,Business,76,25,No,0.805245255286035,Yes,11902
SpiceJet,Domestic,Mumbai,Chennai,0,2023-10-13,Sunday,October,Night,Morning,2,Economy,191,30,Yes,1.1351919983694394,No,9521
Air India,Domestic,Chennai,Bangalore,2,2023-10-13,Sunday,October,Early Morning,Afternoon,1,First Class,180,25,No,0.8841151313287062,No,6088
Emirates,International,Delhi,Kolkata,2,2023-10-13,Sunday,October,Morning,Morning,3,Business,35,20,No,1.1795292536528286,Yes,10870
Lufthansa,International,Hyderabad,Chennai,0,2023-10-13,Sunday,October,Night,Night,1,Economy,153,30,No,0.8411379517125456,Yes,3705
GoAir,Domestic,Mumbai,Dubai,2,2023-10-13,Sunday,October,Early Morning,Late Night,4,Economy,328,15,Yes,0.8562549871170753,Yes,14351
Vistara,Domestic,Hyderabad,Mumbai,2,2023-10-13,Sunday,October,Evening,Early Morning,2,Business,174,20,No,0.807808270218819,No,7139
GoAir,International,Hyderabad,Kolkata,0,2023-10-13,Sunday,October,Morning,Early Morning,2,Economy,12,30,Yes,0.9113976950101398,No,4552
Vistara,International,Mumbai,Dubai,0,2023-10-13,Sunday,October,Early Morning,Afternoon,4,Business,267,30,No,0.9910303400779573,Yes,26442
Vistara,International,Kolkata,Bangalore,1,2023-10-13,Sunday,October,Evening,Early Morning,3,Business,330,30,Yes,1.1295157896672916,Yes,18430
Qatar Airways,Domestic,Hyderabad,Mumbai,2,2023-10-13,Sunday,October,Late Night,Late Night,2,Economy,96,30,No,1.1145636666802532,Yes,7277
SpiceJet,International,Mumbai,Hyderabad,0,2023-10-13,Sunday,October,Evening,Night,1,Business,296,15,No,1.1810018606438537,Yes,7790
SpiceJet,International,Mumbai,Bangalore,2,2023-10-14,Monday,October,Night,Night,1,First Class,189,30,No,1.007049963062774,Yes,12811
GoAir,International,Mumbai,Hyderabad,1,2023-10-14,Monday,October,Night,Morning,2,Business,232,20,No,0.9677799760945437,No,3783
Air India,International,Delhi,New York,0,2023-10-14,Monday,October,Evening,Early Morning,15,First Class,209,20,Yes,1.0059638835643665,No,291632
Vistara,International,Bangalore,Delhi,1,2023-10-14,Monday,October,Late Night,Early Morning,3,First Class,57,15,Yes,1.1997509265782742,Yes,17025
Emirates,International,Dubai,Delhi,0,2023-10-14,Monday,October,Early Morning,Late Night,4,First Class,259,15,Yes,0.9531616116032947,No,44972
IndiGo,International,Hyderabad,Chennai,2,2023-10-14,Monday,October,Early Morning,Late Night,2,Economy,15,25,No,0.9098482562435053,No,6074
SpiceJet,Domestic,New York,Mumbai,2,2023-10-14,Monday,October,Evening,Late Night,16,First Class,285,30,Yes,0.8589356252544107,Yes,259812
Air India,Domestic,Mumbai,Delhi,1,2023-10-14,Monday,October,Morning,Morning,2,Economy,330,20,No,1.068967408193533,Yes,9374
Lufthansa,International,Mumbai,Chennai,1,2023-10-14,Monday,October,Morning,Morning,2,Business,176,20,Yes,0.9536790406731992,No,5558
Qatar Airways,Domestic,Kolkata,Chennai,2,2023-10-15,Tuesday,October,Evening,Afternoon,3,First Class,283,30,Yes,1.1817904155095418,No,21893
IndiGo,International,Bangalore,Chennai,1,2023-10-15,Tuesday,October,Late Night,Evening,1,Economy,330,25,No,0.8035752062595455,No,4701
Emirates,International,Hyderabad,Mumbai,1,2023-10-15,Tuesday,October,Night,Afternoon,2,Business,75,15,No,0.9607313420128426,Yes,9363
Emirates,International,Mumbai,Kolkata,0,2023-10-15,Tuesday,October,Late Night,Afternoon,3,Business,319,25,Yes,1.0193010854573084,No,12997
Lufthansa,International,Delhi,Dubai,0,2023-10-15,Tuesday,October,Early Morning,Evening,4,Economy,89,15,Yes,1.0395314487619762,Yes,36783
IndiGo,International,Bangalore,Dubai,1,2023-10-15,Tuesday,October,Afternoon,Morning,3,First Class,295,25,Yes,0.8406308904721849,No,48137
Lufthansa,Domestic,Kolkata,Chennai,0,2023-10-15,Tuesday,October,Evening,Night,3,First Class,330,20,No,1.1550558136575966,Yes,17580
Qatar Airways,International,Hyderabad,Chennai,2,2023-10-15,Tuesday,October,Afternoon,Morning,1,First Class,73,20,No,1.1816099564026419,No,13947
Air India,Domestic,Mumbai,London,1,2023-10-15,Tuesday,October,Early Morning,Morning,9,Business,251,25,Yes,0.8428977670370698,Yes,87789
Emirates,Domestic,New York,Mumbai,0,2023-10-15,Tuesday,October,Morning,Afternoon,17,First Class,330,15,Yes,0.824978873282901,No,253885
